Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
setText,Chrome 69.0.3497.92,enter the customer information,2018-09-14 16:11:40,2018-09-14 16:11:41,0.285s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-14 16:11:41,2018-09-14 16:11:42,0.864s,PASSED
click,Chrome 69.0.3497.92,click on get link button,2018-09-14 16:11:42,2018-09-14 16:11:42,0.162s,PASSED
"Statement - getLink = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/input_link-text), ""value"")",Chrome 69.0.3497.92,,2018-09-14 16:11:42,2018-09-14 16:11:42,0.584s,PASSED
Statement - println(getLink),Chrome 69.0.3497.92,,2018-09-14 16:11:42,2018-09-14 16:11:42,0.000s,PASSED
click,Chrome 69.0.3497.92,copy link through link generator POP Up,2018-09-14 16:11:42,2018-09-14 16:11:42,0.131s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-14 16:11:42,2018-09-14 16:11:43,0.084s,PASSED
"Statement - linkUserName = driver.findElements(org.openqa.selenium.By.className(""text-link-log""))",Chrome 69.0.3497.92,validate the customer details open,2018-09-14 16:11:43,2018-09-14 16:11:43,0.026s,PASSED
Statement - previousCountValue = 0,Chrome 69.0.3497.92,,2018-09-14 16:11:43,2018-09-14 16:11:43,0.000s,PASSED
"Statement - For ([i = 0, i < linkUserName.size(), (i++)])",Chrome 69.0.3497.92,,2018-09-14 16:11:43,2018-09-14 16:11:45,2.844s,PASSED
Statement - js = driver,Chrome 69.0.3497.92,validate to open a copy link log in new tab ,2018-09-14 16:11:45,2018-09-14 16:11:45,0.000s,PASSED
"Statement - js.executeScript(""window.open();"")",Chrome 69.0.3497.92,,2018-09-14 16:11:45,2018-09-14 16:11:46,0.086s,PASSED
Statement - currentWindow = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowIndex(),Chrome 69.0.3497.92,,2018-09-14 16:11:46,2018-09-14 16:11:46,0.007s,PASSED
switchToWindowIndex,Chrome 69.0.3497.92,,2018-09-14 16:11:46,2018-09-14 16:11:46,0.016s,PASSED
navigateToUrl,Chrome 69.0.3497.92,,2018-09-14 16:11:46,2018-09-14 16:11:48,2.013s,PASSED
Statement - currentTab = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowIndex(),Chrome 69.0.3497.92,,2018-09-14 16:11:48,2018-09-14 16:11:48,0.009s,PASSED
switchToWindowIndex,Chrome 69.0.3497.92,,2018-09-14 16:11:48,2018-09-14 16:11:48,0.055s,PASSED
refresh,Chrome 69.0.3497.92,,2018-09-14 16:11:48,2018-09-14 16:11:48,0.151s,PASSED
acceptAlert,Chrome 69.0.3497.92,,2018-09-14 16:11:48,2018-09-14 16:11:48,0.025s,PASSED
,,,,,,
Test Cases/completed/TestCase2_LinkGenerateThroughGetLink/LinkGenThroughEmptyData,Chrome 69.0.3497.92,Link Generate through empty data,2018-09-14 16:11:48,2018-09-14 16:12:16,28.092s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid Email ID,2018-09-14 16:11:48,2018-09-14 16:12:15,26.263s,PASSED
click,Chrome 69.0.3497.92,click on link generator icon,2018-09-14 16:12:15,2018-09-14 16:12:15,0.786s,PASSED
click,Chrome 69.0.3497.92,click on get link button,2018-09-14 16:12:15,2018-09-14 16:12:16,0.371s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-14 16:12:16,2018-09-14 16:12:16,0.238s,PASSED
,,,,,,
Test Cases/completed/TestCase2_LinkGenerateThroughGetLink/linkGenTroughCheckBoxs,Chrome 69.0.3497.92,Link Genrate through checkoxes select,2018-09-14 16:12:16,2018-09-14 16:12:52,36.364s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid Email ID,2018-09-14 16:12:16,2018-09-14 16:12:42,25.726s,PASSED
click,Chrome 69.0.3497.92,click on link generator icon,2018-09-14 16:12:42,2018-09-14 16:12:43,0.802s,PASSED
click,Chrome 69.0.3497.92,click on SMS checkbox,2018-09-14 16:12:43,2018-09-14 16:12:43,0.417s,PASSED
click,Chrome 69.0.3497.92,click on get link button,2018-09-14 16:12:43,2018-09-14 16:12:44,0.195s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-14 16:12:44,2018-09-14 16:12:44,0.113s,PASSED
delay,Chrome 69.0.3497.92,,2018-09-14 16:12:44,2018-09-14 16:12:48,4.002s,PASSED
click,Chrome 69.0.3497.92,click on Email checkbox,2018-09-14 16:12:48,2018-09-14 16:12:48,0.103s,PASSED
click,Chrome 69.0.3497.92,click on get link button,2018-09-14 16:12:48,2018-09-14 16:12:48,0.099s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-14 16:12:48,2018-09-14 16:12:48,0.066s,PASSED
delay,Chrome 69.0.3497.92,,2018-09-14 16:12:48,2018-09-14 16:12:52,4.000s,PASSED
click,Chrome 69.0.3497.92,click on callOnly checkbox,2018-09-14 16:12:52,2018-09-14 16:12:52,0.094s,PASSED
click,Chrome 69.0.3497.92,click on get link button,2018-09-14 16:12:52,2018-09-14 16:12:52,0.103s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-14 16:12:52,2018-09-14 16:12:52,0.091s,PASSED
,,,,,,
Test Cases/completed/TestCase3_FilterLinkLog/FilterCountAndTimeSpent,Chrome 69.0.3497.92,Filter functionality of count and time spent,2018-09-14 16:12:52,2018-09-14 16:13:38,45.642s,FAILED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-14 16:12:53,2018-09-14 16:13:18,25.483s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-14 16:13:18,2018-09-14 16:13:38,19.802s,FAILED
,,,,,,
Test Cases/completed/TestCase3_FilterLinkLog/FilterTag,Chrome 69.0.3497.92,Filter tag in the lonk logs,2018-09-14 16:13:38,2018-09-14 16:14:58,1m - 20.216s,FAILED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-14 16:13:38,2018-09-14 16:14:05,26.398s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-14 16:14:05,2018-09-14 16:14:58,53.363s,FAILED
,,,,,,
Test Cases/completed/TestCase3_FilterLinkLog/FilterTimeSpent,Chrome 69.0.3497.92,Filter time spent in the link logs,2018-09-14 16:14:58,2018-09-14 16:15:33,34.529s,FAILED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-14 16:14:59,2018-09-14 16:15:26,26.649s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-14 16:15:26,2018-09-14 16:15:33,6.806s,FAILED
,,,,,,
Test Cases/completed/TestCase3_FilterLinkLog/linkOpenCount,Chrome 69.0.3497.92,link log open count functionality,2018-09-14 16:15:33,2018-09-14 16:16:05,32.700s,FAILED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-14 16:15:33,2018-09-14 16:15:58,25.305s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-14 16:15:58,2018-09-14 16:16:05,6.952s,FAILED
,,,,,,
Test Cases/completed/TestCase3_FilterLinkLog/tagAndCount,Chrome 69.0.3497.92,Filter tag and count both in the link logs,2018-09-14 16:16:05,2018-09-14 16:16:40,34.451s,FAILED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-14 16:16:06,2018-09-14 16:16:33,27.175s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-14 16:16:33,2018-09-14 16:16:40,6.783s,FAILED
,,,,,,
Test Cases/completed/TestCase4_EditCustomerDetails/EnterContactAndSaveCustomerDetails,Chrome 69.0.3497.92,Enter the Conatct and save customer details,2018-09-14 16:16:40,2018-09-14 16:17:46,1m - 5.843s,FAILED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-14 16:16:40,2018-09-14 16:17:06,25.898s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.92,,2018-09-14 16:17:06,2018-09-14 16:17:06,0.001s,PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:17:06,2018-09-14 16:17:07,0.712s,PASSED
Statement - x = CustomKeywords.newPackage.newKeyword.randomString(3).toLowerCase(),Chrome 69.0.3497.92,,2018-09-14 16:17:07,2018-09-14 16:17:07,0.002s,PASSED
Statement - teamMeberName = x,Chrome 69.0.3497.92,,2018-09-14 16:17:07,2018-09-14 16:17:07,0.000s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer name,2018-09-14 16:17:07,2018-09-14 16:17:07,0.444s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer Id,2018-09-14 16:17:07,2018-09-14 16:17:08,0.374s,PASSED
setText,Chrome 69.0.3497.92,Enter the Tag,2018-09-14 16:17:08,2018-09-14 16:17:08,0.286s,PASSED
click,Chrome 69.0.3497.92,Click on get link button,2018-09-14 16:17:08,2018-09-14 16:17:08,0.139s,PASSED
"Statement - getLink = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/input_link-text), ""value"")",Chrome 69.0.3497.92,,2018-09-14 16:17:08,2018-09-14 16:17:09,0.591s,PASSED
Statement - println(getLink),Chrome 69.0.3497.92,,2018-09-14 16:17:09,2018-09-14 16:17:09,0.001s,PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:17:09,2018-09-14 16:17:09,0.093s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-14 16:17:09,2018-09-14 16:17:09,0.073s,PASSED
"Statement - linkUserName = driver.findElements(org.openqa.selenium.By.className(""text-link-log""))",Chrome 69.0.3497.92,validate the customer details open,2018-09-14 16:17:09,2018-09-14 16:17:09,0.024s,PASSED
Statement - previousCountValue = 0,Chrome 69.0.3497.92,,2018-09-14 16:17:09,2018-09-14 16:17:09,0.000s,PASSED
"Statement - For ([i = 0, i < linkUserName.size(), (i++)])",Chrome 69.0.3497.92,,2018-09-14 16:17:09,2018-09-14 16:17:09,0.347s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/linkLog/customerProfileDetails), 5, OPTIONAL))",Chrome 69.0.3497.92,,2018-09-14 16:17:09,2018-09-14 16:17:15,5.445s,PASSED
Statement - Else,Chrome 69.0.3497.92,,2018-09-14 16:17:15,2018-09-14 16:17:15,0.001s,PASSED
click,Chrome 69.0.3497.92,Click on customer details edit button,2018-09-14 16:17:15,2018-09-14 16:17:46,30.960s,FAILED
,,,,,,
Test Cases/completed/TestCase4_EditCustomerDetails/EnterEmailAndSaveCustDetails,Chrome 69.0.3497.92,Enter the Email and Save customer details,2018-09-14 16:17:46,2018-09-14 16:18:20,34.435s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-14 16:17:46,2018-09-14 16:18:11,25.316s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.92,,2018-09-14 16:18:11,2018-09-14 16:18:11,0.000s,PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:18:11,2018-09-14 16:18:12,0.807s,PASSED
Statement - x = CustomKeywords.newPackage.newKeyword.randomString(3).toLowerCase(),Chrome 69.0.3497.92,,2018-09-14 16:18:12,2018-09-14 16:18:12,0.001s,PASSED
Statement - teamMeberName = x,Chrome 69.0.3497.92,,2018-09-14 16:18:12,2018-09-14 16:18:12,0.000s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer name,2018-09-14 16:18:12,2018-09-14 16:18:13,0.376s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer Id,2018-09-14 16:18:13,2018-09-14 16:18:13,0.239s,PASSED
Statement - number = CustomKeywords.phoneNumbers.contactNumbers.randomString(9),Chrome 69.0.3497.92,Enter the number in the customer details,2018-09-14 16:18:13,2018-09-14 16:18:13,0.002s,PASSED
Statement - Mobile_Number = number,Chrome 69.0.3497.92,,2018-09-14 16:18:13,2018-09-14 16:18:13,0.000s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-14 16:18:13,2018-09-14 16:18:13,0.371s,PASSED
setText,Chrome 69.0.3497.92,Enter the Tag,2018-09-14 16:18:13,2018-09-14 16:18:14,0.363s,PASSED
click,Chrome 69.0.3497.92,Click on get link button,2018-09-14 16:18:14,2018-09-14 16:18:14,0.137s,PASSED
"Statement - getLink = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/input_link-text), ""value"")",Chrome 69.0.3497.92,,2018-09-14 16:18:14,2018-09-14 16:18:14,0.623s,PASSED
Statement - println(getLink),Chrome 69.0.3497.92,,2018-09-14 16:18:14,2018-09-14 16:18:14,0.000s,PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:18:14,2018-09-14 16:18:14,0.100s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-14 16:18:14,2018-09-14 16:18:15,0.083s,PASSED
"Statement - linkUserName = driver.findElements(org.openqa.selenium.By.className(""text-link-log""))",Chrome 69.0.3497.92,validate the customer details open,2018-09-14 16:18:15,2018-09-14 16:18:15,0.026s,PASSED
Statement - previousCountValue = 0,Chrome 69.0.3497.92,,2018-09-14 16:18:15,2018-09-14 16:18:15,0.001s,PASSED
"Statement - For ([i = 0, i < linkUserName.size(), (i++)])",Chrome 69.0.3497.92,,2018-09-14 16:18:15,2018-09-14 16:18:17,2.678s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/linkLog/customerProfileDetails), 5, OPTIONAL))",Chrome 69.0.3497.92,,2018-09-14 16:18:17,2018-09-14 16:18:17,0.028s,PASSED
click,Chrome 69.0.3497.92,Click on customer details edit button,2018-09-14 16:18:17,2018-09-14 16:18:17,0.110s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-14 16:18:17,2018-09-14 16:18:18,0.433s,PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:18:18,2018-09-14 16:18:18,0.118s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5))",Chrome 69.0.3497.92,,2018-09-14 16:18:18,2018-09-14 16:18:20,2.110s,PASSED
clickOffset,Chrome 69.0.3497.92,,2018-09-14 16:18:20,2018-09-14 16:18:20,0.076s,PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:18:20,2018-09-14 16:18:20,0.109s,PASSED
,,,,,,
Test Cases/completed/TestCase4_EditCustomerDetails/EnterNameAndSaveCustDetails,Chrome 69.0.3497.92,Enter the name and save customer details,2018-09-14 16:18:20,2018-09-14 16:18:58,37.407s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-14 16:18:21,2018-09-14 16:18:47,26.045s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.92,,2018-09-14 16:18:47,2018-09-14 16:18:47,0.001s,PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:18:47,2018-09-14 16:18:47,0.823s,PASSED
Statement - x = CustomKeywords.newPackage.newKeyword.randomString(3).toLowerCase(),Chrome 69.0.3497.92,,2018-09-14 16:18:47,2018-09-14 16:18:47,0.001s,PASSED
Statement - teamMeberName = x,Chrome 69.0.3497.92,,2018-09-14 16:18:47,2018-09-14 16:18:47,0.001s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer name,2018-09-14 16:18:47,2018-09-14 16:18:48,0.320s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer Id,2018-09-14 16:18:48,2018-09-14 16:18:48,0.575s,PASSED
setText,Chrome 69.0.3497.92,Enter the Tag,2018-09-14 16:18:48,2018-09-14 16:18:49,0.450s,PASSED
click,Chrome 69.0.3497.92,Click on get link button,2018-09-14 16:18:49,2018-09-14 16:18:49,0.189s,PASSED
"Statement - getLink = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/input_link-text), ""value"")",Chrome 69.0.3497.92,,2018-09-14 16:18:49,2018-09-14 16:18:50,0.587s,PASSED
Statement - println(getLink),Chrome 69.0.3497.92,,2018-09-14 16:18:50,2018-09-14 16:18:50,0.000s,PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:18:50,2018-09-14 16:18:50,0.117s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-14 16:18:50,2018-09-14 16:18:50,0.084s,PASSED
"Statement - linkUserName = driver.findElements(org.openqa.selenium.By.className(""text-link-log""))",Chrome 69.0.3497.92,validate the customer details open,2018-09-14 16:18:50,2018-09-14 16:18:50,0.024s,PASSED
Statement - previousCountValue = 0,Chrome 69.0.3497.92,,2018-09-14 16:18:50,2018-09-14 16:18:50,0.000s,PASSED
"Statement - For ([i = 0, i < linkUserName.size(), (i++)])",Chrome 69.0.3497.92,,2018-09-14 16:18:50,2018-09-14 16:18:53,3.013s,PASSED
delay,Chrome 69.0.3497.92,,2018-09-14 16:18:53,2018-09-14 16:18:56,3.000s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/linkLog/customerProfileDetails), 5, OPTIONAL))",Chrome 69.0.3497.92,,2018-09-14 16:18:56,2018-09-14 16:18:56,0.029s,PASSED
click,Chrome 69.0.3497.92,Click on customer details edit button,2018-09-14 16:18:56,2018-09-14 16:18:56,0.111s,PASSED
sendKeys,Chrome 69.0.3497.92,text is removed,2018-09-14 16:18:56,2018-09-14 16:18:56,0.121s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-14 16:18:56,2018-09-14 16:18:56,0.180s,PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:18:56,2018-09-14 16:18:56,0.100s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5))",Chrome 69.0.3497.92,,2018-09-14 16:18:56,2018-09-14 16:18:57,1.100s,PASSED
clickOffset,Chrome 69.0.3497.92,,2018-09-14 16:18:57,2018-09-14 16:18:58,0.085s,PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:18:58,2018-09-14 16:18:58,0.110s,PASSED
,,,,,,
Test Cases/completed/TestCase4_EditCustomerDetails/removeCustomerContactInTheDetails,Chrome 69.0.3497.92,Remove the contact number though customer details,2018-09-14 16:18:58,2018-09-14 16:19:30,32.362s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-14 16:18:58,2018-09-14 16:19:23,25.030s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.92,,2018-09-14 16:19:23,2018-09-14 16:19:23,0.001s,PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:19:23,2018-09-14 16:19:24,0.543s,PASSED
Statement - x = CustomKeywords.newPackage.newKeyword.randomString(3).toLowerCase(),Chrome 69.0.3497.92,,2018-09-14 16:19:24,2018-09-14 16:19:24,0.001s,PASSED
Statement - teamMeberName = x,Chrome 69.0.3497.92,,2018-09-14 16:19:24,2018-09-14 16:19:24,0.001s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer name,2018-09-14 16:19:24,2018-09-14 16:19:24,0.466s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer Id,2018-09-14 16:19:24,2018-09-14 16:19:25,0.645s,PASSED
Statement - number = CustomKeywords.phoneNumbers.contactNumbers.randomString(9),Chrome 69.0.3497.92,Enter the number in the customer details,2018-09-14 16:19:25,2018-09-14 16:19:25,0.001s,PASSED
Statement - Mobile_Number = number,Chrome 69.0.3497.92,,2018-09-14 16:19:25,2018-09-14 16:19:25,0.000s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-14 16:19:25,2018-09-14 16:19:25,0.403s,PASSED
setText,Chrome 69.0.3497.92,Enter the Tag,2018-09-14 16:19:25,2018-09-14 16:19:25,0.233s,PASSED
click,Chrome 69.0.3497.92,Click on get link button,2018-09-14 16:19:25,2018-09-14 16:19:26,0.103s,PASSED
"Statement - getLink = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/input_link-text), ""value"")",Chrome 69.0.3497.92,,2018-09-14 16:19:26,2018-09-14 16:19:26,0.572s,PASSED
Statement - println(getLink),Chrome 69.0.3497.92,,2018-09-14 16:19:26,2018-09-14 16:19:26,0.001s,PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:19:26,2018-09-14 16:19:26,0.105s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-14 16:19:26,2018-09-14 16:19:26,0.097s,PASSED
"Statement - linkUserName = driver.findElements(org.openqa.selenium.By.className(""text-link-log""))",Chrome 69.0.3497.92,validate the customer details open,2018-09-14 16:19:26,2018-09-14 16:19:26,0.031s,PASSED
Statement - previousCountValue = 0,Chrome 69.0.3497.92,,2018-09-14 16:19:26,2018-09-14 16:19:26,0.000s,PASSED
"Statement - For ([i = 0, i < linkUserName.size(), (i++)])",Chrome 69.0.3497.92,,2018-09-14 16:19:26,2018-09-14 16:19:29,2.670s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/linkLog/customerProfileDetails), 5, OPTIONAL))",Chrome 69.0.3497.92,,2018-09-14 16:19:29,2018-09-14 16:19:29,0.030s,PASSED
click,Chrome 69.0.3497.92,Click on customer details edit button,2018-09-14 16:19:29,2018-09-14 16:19:29,0.117s,PASSED
sendKeys,Chrome 69.0.3497.92,,2018-09-14 16:19:29,2018-09-14 16:19:29,0.135s,PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:19:29,2018-09-14 16:19:29,0.121s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5))",Chrome 69.0.3497.92,,2018-09-14 16:19:29,2018-09-14 16:19:30,0.629s,PASSED
,,,,,,
Test Cases/completed/TestCase4_EditCustomerDetails/RemoveCustomerIDin theDetail,Chrome 69.0.3497.92,Remove cutsomer details Email ID,2018-09-14 16:19:30,2018-09-14 16:20:03,32.779s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-14 16:19:31,2018-09-14 16:19:56,25.402s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.92,,2018-09-14 16:19:56,2018-09-14 16:19:56,0.000s,PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:19:56,2018-09-14 16:19:57,0.662s,PASSED
Statement - x = CustomKeywords.newPackage.newKeyword.randomString(3).toLowerCase(),Chrome 69.0.3497.92,,2018-09-14 16:19:57,2018-09-14 16:19:57,0.000s,PASSED
Statement - teamMeberName = x,Chrome 69.0.3497.92,,2018-09-14 16:19:57,2018-09-14 16:19:57,0.000s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer name,2018-09-14 16:19:57,2018-09-14 16:19:57,0.384s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer Id,2018-09-14 16:19:57,2018-09-14 16:19:57,0.379s,PASSED
Statement - number = CustomKeywords.phoneNumbers.contactNumbers.randomString(9),Chrome 69.0.3497.92,Enter the number in the customer details,2018-09-14 16:19:57,2018-09-14 16:19:57,0.001s,PASSED
Statement - Mobile_Number = number,Chrome 69.0.3497.92,,2018-09-14 16:19:57,2018-09-14 16:19:57,0.000s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-14 16:19:57,2018-09-14 16:19:58,0.199s,PASSED
setText,Chrome 69.0.3497.92,Enter the Tag,2018-09-14 16:19:58,2018-09-14 16:19:58,0.335s,PASSED
click,Chrome 69.0.3497.92,Click on get link button,2018-09-14 16:19:58,2018-09-14 16:19:58,0.177s,PASSED
"Statement - getLink = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/input_link-text), ""value"")",Chrome 69.0.3497.92,,2018-09-14 16:19:58,2018-09-14 16:19:59,0.573s,PASSED
Statement - println(getLink),Chrome 69.0.3497.92,,2018-09-14 16:19:59,2018-09-14 16:19:59,0.001s,PASSED
click,Chrome 69.0.3497.92,,2018-09-14 16:19:59,2018-09-14 16:19:59,0.089s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-14 16:19:59,2018-09-14 16:19:59,0.075s,PASSED
"Statement - linkUserName = driver.findElements(org.openqa.selenium.By.className(""text-link-log""))",Chrome 69.0.3497.92,validate the customer details open,2018-09-14 16:19:59,2018-09-14 16:19:59,0.023s,PASSED
Statement - previousCountValue = 0,Chrome 69.0.3497.92,,2018-09-14 16:19:59,2018-09-14 16:19:59,0.000s,PASSED
