Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
maximizeWindow,Chrome 68.0.3440.106,,2018-09-05 17:55:57,2018-09-05 17:55:58,1.177s,PASSED
setText,Chrome 68.0.3440.106,Eneter the valid email id,2018-09-05 17:55:58,2018-09-05 17:55:59,0.606s,PASSED
click,Chrome 68.0.3440.106,click on GET OTP button,2018-09-05 17:55:59,2018-09-05 17:55:59,0.268s,PASSED
setText,Chrome 68.0.3440.106,enter the wrong OTP,2018-09-05 17:55:59,2018-09-05 17:56:02,2.857s,PASSED
click,Chrome 68.0.3440.106,click on submit button,2018-09-05 17:56:02,2018-09-05 17:56:02,0.109s,PASSED
verifyElementText,Chrome 68.0.3440.106,validate the Retry button,2018-09-05 17:56:02,2018-09-05 17:56:03,1.596s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,validate the inactive OTP button,2018-09-05 17:56:03,2018-09-05 17:56:03,0.037s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:56:03,2018-09-05 17:56:04,0.176s,PASSED
acceptAlert,Chrome 68.0.3440.106,,2018-09-05 17:56:04,2018-09-05 17:56:04,0.868s,FAILED
,,,,,,
Test Cases/completed/TestCase1_Login/Simple_Login,Chrome 68.0.3440.106,Successful login,2018-09-05 17:56:04,2018-09-05 17:56:33,28.311s,PASSED
openBrowser,Chrome 68.0.3440.106,,2018-09-05 17:56:05,2018-09-05 17:56:08,3.133s,PASSED
maximizeWindow,Chrome 68.0.3440.106,,2018-09-05 17:56:08,2018-09-05 17:56:09,1.136s,PASSED
navigateToUrl,Chrome 68.0.3440.106,open a link through global varaiable,2018-09-05 17:56:09,2018-09-05 17:56:13,3.268s,PASSED
setText,Chrome 68.0.3440.106,enter the email id through global variable,2018-09-05 17:56:13,2018-09-05 17:56:13,0.422s,PASSED
click,Chrome 68.0.3440.106,click on GET OTP Button,2018-09-05 17:56:13,2018-09-05 17:56:13,0.229s,PASSED
waitForElementPresent,Chrome 68.0.3440.106,,2018-09-05 17:56:13,2018-09-05 17:56:15,1.612s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementNotPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Login/div_SUBMIT), 5, OPTIONAL))",Chrome 68.0.3440.106,,2018-09-05 17:56:15,2018-09-05 17:56:21,5.566s,PASSED
Statement - sleep(5000),Chrome 68.0.3440.106,,2018-09-05 17:56:21,2018-09-05 17:56:26,5.002s,PASSED
Statement - OTP = getOTP(),Chrome 68.0.3440.106,,2018-09-05 17:56:26,2018-09-05 17:56:26,0.001s,PASSED
"Statement - host = ""imap.gmail.com""",Chrome 68.0.3440.106,,2018-09-05 17:56:26,2018-09-05 17:56:26,0.000s,PASSED
Statement - msg = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 68.0.3440.106,,2018-09-05 17:56:26,2018-09-05 17:56:26,0.007s,PASSED
Statement - msgSub = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 68.0.3440.106,,2018-09-05 17:56:26,2018-09-05 17:56:26,0.001s,PASSED
"Statement - OTP = ""unavailable""",Chrome 68.0.3440.106,,2018-09-05 17:56:26,2018-09-05 17:56:26,0.001s,PASSED
Statement - props = new java.util.Properties(),Chrome 68.0.3440.106,,2018-09-05 17:56:26,2018-09-05 17:56:26,0.012s,PASSED
"Statement - props.setProperty(""mail.imap.ssl.enable"", ""true"")",Chrome 68.0.3440.106,,2018-09-05 17:56:26,2018-09-05 17:56:26,0.002s,PASSED
Statement - session = javax.mail.Session.getInstance(props),Chrome 68.0.3440.106,,2018-09-05 17:56:26,2018-09-05 17:56:26,0.022s,PASSED
Statement - store = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 68.0.3440.106,,2018-09-05 17:56:26,2018-09-05 17:56:26,0.000s,PASSED
Statement - Try,Chrome 68.0.3440.106,,2018-09-05 17:56:26,2018-09-05 17:56:31,5.649s,PASSED
Statement - return OTP,Chrome 68.0.3440.106,,2018-09-05 17:56:31,2018-09-05 17:56:31,0.001s,PASSED
"Statement - If (OTP.equals(""unavailable""))",Chrome 68.0.3440.106,,2018-09-05 17:56:31,2018-09-05 17:56:31,0.000s,PASSED
Statement - Else,Chrome 68.0.3440.106,,2018-09-05 17:56:31,2018-09-05 17:56:32,0.367s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,validate the dashboard,2018-09-05 17:56:32,2018-09-05 17:56:33,1.128s,PASSED
,,,,,,
"Test Cases/completed/TestCase2_Link Genrator Short link/callingLInkGenrateWIthEmail,Num",Chrome 68.0.3440.106,Calling Link genrate with email id and number,2018-09-05 17:56:33,2018-09-05 17:57:18,45.552s,PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 17:56:33,2018-09-05 17:57:01,27.079s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 68.0.3440.106,,2018-09-05 17:57:01,2018-09-05 17:57:01,0.009s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:57:01,2018-09-05 17:57:01,0.320s,PASSED
Statement - x = CustomKeywords.newPackage.newKeyword.randomString(3).toLowerCase(),Chrome 68.0.3440.106,,2018-09-05 17:57:01,2018-09-05 17:57:01,0.117s,PASSED
Statement - teamMeberName = x,Chrome 68.0.3440.106,,2018-09-05 17:57:01,2018-09-05 17:57:01,0.002s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-05 17:57:01,2018-09-05 17:57:02,0.628s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-05 17:57:02,2018-09-05 17:57:02,0.358s,PASSED
Statement - number = CustomKeywords.phoneNumbers.contactNumbers.randomString(9),Chrome 68.0.3440.106,,2018-09-05 17:57:02,2018-09-05 17:57:02,0.027s,PASSED
Statement - Mobile_Number = number,Chrome 68.0.3440.106,,2018-09-05 17:57:02,2018-09-05 17:57:02,0.000s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-05 17:57:02,2018-09-05 17:57:02,0.258s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:57:02,2018-09-05 17:57:02,0.128s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:57:02,2018-09-05 17:57:03,0.184s,PASSED
"Statement - getLink = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/shortLinkUrlCopy), ""value"")",Chrome 68.0.3440.106,,2018-09-05 17:57:03,2018-09-05 17:57:03,0.754s,PASSED
Statement - println(getLink),Chrome 68.0.3440.106,,2018-09-05 17:57:03,2018-09-05 17:57:03,0.005s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-05 17:57:03,2018-09-05 17:57:05,2.011s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:57:05,2018-09-05 17:57:06,0.127s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-05 17:57:06,2018-09-05 17:57:08,2.002s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:57:08,2018-09-05 17:57:08,0.120s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 68.0.3440.106,,2018-09-05 17:57:08,2018-09-05 17:57:08,0.123s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-05 17:57:08,2018-09-05 17:57:13,5.002s,PASSED
"Statement - linkUserName = driver.findElements(org.openqa.selenium.By.className(""text-link-log""))",Chrome 68.0.3440.106,,2018-09-05 17:57:13,2018-09-05 17:57:13,0.036s,PASSED
Statement - previousCountValue = 0,Chrome 68.0.3440.106,,2018-09-05 17:57:13,2018-09-05 17:57:13,0.002s,PASSED
"Statement - For ([i = 0, i < linkUserName.size(), (i++)])",Chrome 68.0.3440.106,,2018-09-05 17:57:13,2018-09-05 17:57:16,3.098s,PASSED
Statement - js = driver,Chrome 68.0.3440.106,,2018-09-05 17:57:16,2018-09-05 17:57:16,0.002s,PASSED
"Statement - js.executeScript(""window.open();"")",Chrome 68.0.3440.106,,2018-09-05 17:57:16,2018-09-05 17:57:16,0.127s,PASSED
Statement - currentWindow = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowIndex(),Chrome 68.0.3440.106,,2018-09-05 17:57:16,2018-09-05 17:57:16,0.035s,PASSED
switchToWindowIndex,Chrome 68.0.3440.106,,2018-09-05 17:57:16,2018-09-05 17:57:16,0.038s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-05 17:57:16,2018-09-05 17:57:18,2.206s,PASSED
Statement - currentTab = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowIndex(),Chrome 68.0.3440.106,,2018-09-05 17:57:18,2018-09-05 17:57:18,0.012s,PASSED
,,,,,,
Test Cases/completed/TestCase2_Link Genrator Short link/callingLinkGenrateWithEmail,Chrome 68.0.3440.106,Calling Link genrate with email,2018-09-05 17:57:18,2018-09-05 17:58:14,56.122s,PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 17:57:19,2018-09-05 17:57:49,30.086s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 68.0.3440.106,,2018-09-05 17:57:49,2018-09-05 17:57:49,0.001s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:57:49,2018-09-05 17:57:51,2.518s,PASSED
Statement - x = CustomKeywords.newPackage.newKeyword.randomString(3).toLowerCase(),Chrome 68.0.3440.106,,2018-09-05 17:57:51,2018-09-05 17:57:51,0.001s,PASSED
Statement - teamMeberName = x,Chrome 68.0.3440.106,,2018-09-05 17:57:51,2018-09-05 17:57:51,0.000s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-05 17:57:51,2018-09-05 17:57:53,1.125s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-05 17:57:53,2018-09-05 17:57:55,2.812s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:57:55,2018-09-05 17:57:56,0.200s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:57:56,2018-09-05 17:57:56,0.280s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-05 17:57:56,2018-09-05 17:58:00,4.005s,PASSED
"Statement - getLink = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/shortLinkUrlCopy), ""value"")",Chrome 68.0.3440.106,,2018-09-05 17:58:00,2018-09-05 17:58:00,0.120s,PASSED
Statement - println(getLink),Chrome 68.0.3440.106,,2018-09-05 17:58:00,2018-09-05 17:58:00,0.000s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-05 17:58:00,2018-09-05 17:58:02,2.002s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:58:02,2018-09-05 17:58:02,0.354s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-05 17:58:02,2018-09-05 17:58:04,2.003s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:58:04,2018-09-05 17:58:05,0.164s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 68.0.3440.106,,2018-09-05 17:58:05,2018-09-05 17:58:05,0.221s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-05 17:58:05,2018-09-05 17:58:10,5.003s,PASSED
"Statement - linkUserName = driver.findElements(org.openqa.selenium.By.className(""text-link-log""))",Chrome 68.0.3440.106,,2018-09-05 17:58:10,2018-09-05 17:58:10,0.040s,PASSED
Statement - previousCountValue = 0,Chrome 68.0.3440.106,,2018-09-05 17:58:10,2018-09-05 17:58:10,0.002s,PASSED
"Statement - For ([i = 0, i < linkUserName.size(), (i++)])",Chrome 68.0.3440.106,,2018-09-05 17:58:10,2018-09-05 17:58:12,2.473s,PASSED
Statement - js = driver,Chrome 68.0.3440.106,,2018-09-05 17:58:12,2018-09-05 17:58:12,0.001s,PASSED
"Statement - js.executeScript(""window.open();"")",Chrome 68.0.3440.106,,2018-09-05 17:58:12,2018-09-05 17:58:12,0.099s,PASSED
Statement - currentWindow = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowIndex(),Chrome 68.0.3440.106,,2018-09-05 17:58:12,2018-09-05 17:58:12,0.016s,PASSED
switchToWindowIndex,Chrome 68.0.3440.106,,2018-09-05 17:58:12,2018-09-05 17:58:12,0.016s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-05 17:58:12,2018-09-05 17:58:14,1.981s,PASSED
Statement - currentTab = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowIndex(),Chrome 68.0.3440.106,,2018-09-05 17:58:14,2018-09-05 17:58:14,0.053s,PASSED
,,,,,,
Test Cases/completed/TestCase2_Link Genrator Short link/callingLinkGenrateWithNumber,Chrome 68.0.3440.106,Link genrate through number with call,2018-09-05 17:58:14,2018-09-05 17:59:03,48.535s,PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 17:58:15,2018-09-05 17:58:42,27.271s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 68.0.3440.106,,2018-09-05 17:58:42,2018-09-05 17:58:42,0.001s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:58:42,2018-09-05 17:58:44,1.111s,PASSED
Statement - number = CustomKeywords.phoneNumbers.contactNumbers.randomString(9),Chrome 68.0.3440.106,,2018-09-05 17:58:44,2018-09-05 17:58:44,0.002s,PASSED
Statement - Mobile_Number = number,Chrome 68.0.3440.106,,2018-09-05 17:58:44,2018-09-05 17:58:44,0.000s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-05 17:58:44,2018-09-05 17:58:45,1.289s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:58:45,2018-09-05 17:58:45,0.250s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:58:45,2018-09-05 17:58:45,0.315s,PASSED
"Statement - getLink = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/shortLinkUrlCopy), ""value"")",Chrome 68.0.3440.106,,2018-09-05 17:58:45,2018-09-05 17:58:46,0.707s,PASSED
Statement - println(getLink),Chrome 68.0.3440.106,,2018-09-05 17:58:46,2018-09-05 17:58:46,0.001s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-05 17:58:46,2018-09-05 17:58:48,2.002s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:58:48,2018-09-05 17:58:48,0.137s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-05 17:58:48,2018-09-05 17:58:50,2.002s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:58:50,2018-09-05 17:58:51,0.275s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 68.0.3440.106,,2018-09-05 17:58:51,2018-09-05 17:58:51,0.279s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-05 17:58:51,2018-09-05 17:58:56,5.015s,PASSED
"Statement - linkUserName = driver.findElements(org.openqa.selenium.By.className(""text-link-log""))",Chrome 68.0.3440.106,,2018-09-05 17:58:56,2018-09-05 17:58:56,0.144s,PASSED
Statement - previousCountValue = 0,Chrome 68.0.3440.106,,2018-09-05 17:58:56,2018-09-05 17:58:56,0.000s,PASSED
"Statement - For ([i = 0, i < linkUserName.size(), (i++)])",Chrome 68.0.3440.106,,2018-09-05 17:58:56,2018-09-05 17:59:00,4.175s,PASSED
Statement - js = driver,Chrome 68.0.3440.106,,2018-09-05 17:59:00,2018-09-05 17:59:00,0.001s,PASSED
"Statement - js.executeScript(""window.open();"")",Chrome 68.0.3440.106,,2018-09-05 17:59:00,2018-09-05 17:59:00,0.170s,PASSED
Statement - currentWindow = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowIndex(),Chrome 68.0.3440.106,,2018-09-05 17:59:00,2018-09-05 17:59:00,0.042s,PASSED
switchToWindowIndex,Chrome 68.0.3440.106,,2018-09-05 17:59:00,2018-09-05 17:59:00,0.068s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-05 17:59:00,2018-09-05 17:59:03,2.264s,PASSED
Statement - currentTab = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowIndex(),Chrome 68.0.3440.106,,2018-09-05 17:59:03,2018-09-05 17:59:03,0.258s,PASSED
,,,,,,
Test Cases/completed/TestCase2_Link Genrator Short link/callingLinkGenrateWithTag,Chrome 68.0.3440.106,calling link genrate with custoamer full information,2018-09-05 17:59:03,2018-09-05 17:59:56,52.566s,PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 17:59:04,2018-09-05 17:59:38,33.880s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 68.0.3440.106,,2018-09-05 17:59:38,2018-09-05 17:59:38,0.001s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:59:38,2018-09-05 17:59:38,0.272s,PASSED
Statement - x = CustomKeywords.newPackage.newKeyword.randomString(3).toLowerCase(),Chrome 68.0.3440.106,,2018-09-05 17:59:38,2018-09-05 17:59:38,0.001s,PASSED
Statement - teamMeberName = x,Chrome 68.0.3440.106,,2018-09-05 17:59:38,2018-09-05 17:59:38,0.001s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-05 17:59:38,2018-09-05 17:59:39,0.812s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-05 17:59:39,2018-09-05 17:59:39,0.596s,PASSED
Statement - number = CustomKeywords.phoneNumbers.contactNumbers.randomString(9),Chrome 68.0.3440.106,,2018-09-05 17:59:39,2018-09-05 17:59:39,0.001s,PASSED
Statement - Mobile_Number = number,Chrome 68.0.3440.106,,2018-09-05 17:59:39,2018-09-05 17:59:39,0.001s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-05 17:59:39,2018-09-05 17:59:40,0.415s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-05 17:59:40,2018-09-05 17:59:40,0.314s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:59:40,2018-09-05 17:59:40,0.235s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:59:40,2018-09-05 17:59:41,0.392s,PASSED
"Statement - getLink = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/shortLinkUrlCopy), ""value"")",Chrome 68.0.3440.106,,2018-09-05 17:59:41,2018-09-05 17:59:42,0.759s,PASSED
Statement - println(getLink),Chrome 68.0.3440.106,,2018-09-05 17:59:42,2018-09-05 17:59:42,0.001s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-05 17:59:42,2018-09-05 17:59:44,2.001s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:59:44,2018-09-05 17:59:44,0.089s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-05 17:59:44,2018-09-05 17:59:46,2.002s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 17:59:46,2018-09-05 17:59:46,0.211s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 68.0.3440.106,,2018-09-05 17:59:46,2018-09-05 17:59:46,0.181s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-05 17:59:46,2018-09-05 17:59:51,5.002s,PASSED
"Statement - linkUserName = driver.findElements(org.openqa.selenium.By.className(""text-link-log""))",Chrome 68.0.3440.106,,2018-09-05 17:59:51,2018-09-05 17:59:51,0.027s,PASSED
Statement - previousCountValue = 0,Chrome 68.0.3440.106,,2018-09-05 17:59:51,2018-09-05 17:59:51,0.001s,PASSED
"Statement - For ([i = 0, i < linkUserName.size(), (i++)])",Chrome 68.0.3440.106,,2018-09-05 17:59:51,2018-09-05 17:59:53,2.207s,PASSED
Statement - js = driver,Chrome 68.0.3440.106,,2018-09-05 17:59:53,2018-09-05 17:59:53,0.000s,PASSED
"Statement - js.executeScript(""window.open();"")",Chrome 68.0.3440.106,,2018-09-05 17:59:53,2018-09-05 17:59:53,0.082s,PASSED
Statement - currentWindow = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowIndex(),Chrome 68.0.3440.106,,2018-09-05 17:59:53,2018-09-05 17:59:53,0.009s,PASSED
switchToWindowIndex,Chrome 68.0.3440.106,,2018-09-05 17:59:53,2018-09-05 17:59:53,0.015s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-05 17:59:53,2018-09-05 17:59:56,2.194s,PASSED
Statement - currentTab = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowIndex(),Chrome 68.0.3440.106,,2018-09-05 17:59:56,2018-09-05 17:59:56,0.020s,PASSED
,,,,,,
"Test Cases/completed/TestCase2_Link Genrator Short link/LinkGenrateThroughMail,Number",Chrome 68.0.3440.106,,2018-09-05 17:59:56,2018-09-05 18:00:41,45.051s,PASSED
callTestCase,Chrome 68.0.3440.106,,2018-09-05 17:59:56,2018-09-05 18:00:24,27.509s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 68.0.3440.106,,2018-09-05 18:00:24,2018-09-05 18:00:24,0.001s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 18:00:24,2018-09-05 18:00:24,0.234s,PASSED
Statement - x = CustomKeywords.newPackage.newKeyword.randomString(3).toLowerCase(),Chrome 68.0.3440.106,,2018-09-05 18:00:24,2018-09-05 18:00:24,0.001s,PASSED
Statement - teamMeberName = x,Chrome 68.0.3440.106,,2018-09-05 18:00:24,2018-09-05 18:00:24,0.000s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-05 18:00:24,2018-09-05 18:00:25,0.946s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-05 18:00:25,2018-09-05 18:00:25,0.634s,PASSED
Statement - number = CustomKeywords.phoneNumbers.contactNumbers.randomString(9),Chrome 68.0.3440.106,,2018-09-05 18:00:25,2018-09-05 18:00:25,0.001s,PASSED
Statement - Mobile_Number = number,Chrome 68.0.3440.106,,2018-09-05 18:00:25,2018-09-05 18:00:25,0.000s,PASSED
setText,Chrome 68.0.3440.106,,2018-09-05 18:00:25,2018-09-05 18:00:26,0.349s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 18:00:26,2018-09-05 18:00:26,0.130s,PASSED
"Statement - getLink = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/shortLinkUrlCopy), ""value"")",Chrome 68.0.3440.106,,2018-09-05 18:00:26,2018-09-05 18:00:26,0.665s,PASSED
Statement - println(getLink),Chrome 68.0.3440.106,,2018-09-05 18:00:26,2018-09-05 18:00:26,0.000s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-05 18:00:26,2018-09-05 18:00:28,2.002s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 18:00:28,2018-09-05 18:00:29,0.119s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-05 18:00:29,2018-09-05 18:00:31,2.002s,PASSED
click,Chrome 68.0.3440.106,,2018-09-05 18:00:31,2018-09-05 18:00:31,0.189s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 68.0.3440.106,,2018-09-05 18:00:31,2018-09-05 18:00:31,0.209s,PASSED
delay,Chrome 68.0.3440.106,,2018-09-05 18:00:31,2018-09-05 18:00:36,5.002s,PASSED
"Statement - linkUserName = driver.findElements(org.openqa.selenium.By.className(""text-link-log""))",Chrome 68.0.3440.106,,2018-09-05 18:00:36,2018-09-05 18:00:36,0.035s,PASSED
Statement - previousCountValue = 0,Chrome 68.0.3440.106,,2018-09-05 18:00:36,2018-09-05 18:00:36,0.000s,PASSED
"Statement - For ([i = 0, i < linkUserName.size(), (i++)])",Chrome 68.0.3440.106,,2018-09-05 18:00:36,2018-09-05 18:00:38,2.207s,PASSED
Statement - js = driver,Chrome 68.0.3440.106,,2018-09-05 18:00:38,2018-09-05 18:00:38,0.001s,PASSED
"Statement - js.executeScript(""window.open();"")",Chrome 68.0.3440.106,,2018-09-05 18:00:38,2018-09-05 18:00:38,0.107s,PASSED
Statement - currentWindow = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowIndex(),Chrome 68.0.3440.106,,2018-09-05 18:00:38,2018-09-05 18:00:38,0.017s,PASSED
switchToWindowIndex,Chrome 68.0.3440.106,,2018-09-05 18:00:38,2018-09-05 18:00:38,0.037s,PASSED
navigateToUrl,Chrome 68.0.3440.106,,2018-09-05 18:00:38,2018-09-05 18:00:41,2.178s,PASSED
Statement - currentTab = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowIndex(),Chrome 68.0.3440.106,,2018-09-05 18:00:41,2018-09-05 18:00:41,0.025s,PASSED
