Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
navigateToUrl,Chrome 69.0.3497.92,,2018-09-15 10:42:44,2018-09-15 10:42:47,2.279s,PASSED
Statement - currentTab = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowIndex(),Chrome 69.0.3497.92,,2018-09-15 10:42:47,2018-09-15 10:42:47,0.012s,PASSED
switchToWindowIndex,Chrome 69.0.3497.92,,2018-09-15 10:42:47,2018-09-15 10:42:47,0.072s,PASSED
refresh,Chrome 69.0.3497.92,,2018-09-15 10:42:47,2018-09-15 10:42:47,0.112s,PASSED
acceptAlert,Chrome 69.0.3497.92,,2018-09-15 10:42:47,2018-09-15 10:42:47,0.021s,PASSED
,,,,,,
Test Cases/completed/TestCase2_LinkGenerateThroughGetLink/LinkGenThroughEmptyData,Chrome 69.0.3497.92,Link Generate through empty data,2018-09-15 10:42:47,2018-09-15 10:43:14,27.253s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid Email ID,2018-09-15 10:42:47,2018-09-15 10:43:13,25.711s,PASSED
click,Chrome 69.0.3497.92,click on link generator icon,2018-09-15 10:43:13,2018-09-15 10:43:14,0.713s,PASSED
click,Chrome 69.0.3497.92,click on get link button,2018-09-15 10:43:14,2018-09-15 10:43:14,0.325s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-15 10:43:14,2018-09-15 10:43:14,0.226s,PASSED
,,,,,,
Test Cases/completed/TestCase2_LinkGenerateThroughGetLink/linkGenTroughCheckBoxs,Chrome 69.0.3497.92,Link Genrate through checkoxes select,2018-09-15 10:43:14,2018-09-15 10:43:50,35.826s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid Email ID,2018-09-15 10:43:14,2018-09-15 10:43:40,25.431s,PASSED
click,Chrome 69.0.3497.92,click on link generator icon,2018-09-15 10:43:40,2018-09-15 10:43:41,0.719s,PASSED
click,Chrome 69.0.3497.92,click on SMS checkbox,2018-09-15 10:43:41,2018-09-15 10:43:41,0.466s,PASSED
click,Chrome 69.0.3497.92,click on get link button,2018-09-15 10:43:41,2018-09-15 10:43:41,0.183s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-15 10:43:41,2018-09-15 10:43:41,0.149s,PASSED
delay,Chrome 69.0.3497.92,,2018-09-15 10:43:41,2018-09-15 10:43:45,4.000s,PASSED
click,Chrome 69.0.3497.92,click on Email checkbox,2018-09-15 10:43:45,2018-09-15 10:43:45,0.115s,PASSED
click,Chrome 69.0.3497.92,click on get link button,2018-09-15 10:43:45,2018-09-15 10:43:46,0.086s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-15 10:43:46,2018-09-15 10:43:46,0.072s,PASSED
delay,Chrome 69.0.3497.92,,2018-09-15 10:43:46,2018-09-15 10:43:50,4.001s,PASSED
click,Chrome 69.0.3497.92,click on callOnly checkbox,2018-09-15 10:43:50,2018-09-15 10:43:50,0.154s,PASSED
click,Chrome 69.0.3497.92,click on get link button,2018-09-15 10:43:50,2018-09-15 10:43:50,0.090s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-15 10:43:50,2018-09-15 10:43:50,0.067s,PASSED
,,,,,,
Test Cases/completed/TestCase3_FilterLinkLog/FilterCountAndTimeSpent,Chrome 69.0.3497.92,Filter functionality of count and time spent,2018-09-15 10:43:50,2018-09-15 10:44:36,45.619s,FAILED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-15 10:43:50,2018-09-15 10:44:15,25.193s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-15 10:44:15,2018-09-15 10:44:36,20.149s,FAILED
,,,,,,
Test Cases/completed/TestCase3_FilterLinkLog/FilterTag,Chrome 69.0.3497.92,Filter tag in the lonk logs,2018-09-15 10:44:36,2018-09-15 10:45:55,1m - 19.617s,FAILED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-15 10:44:36,2018-09-15 10:45:02,25.986s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-15 10:45:02,2018-09-15 10:45:55,52.968s,FAILED
,,,,,,
Test Cases/completed/TestCase3_FilterLinkLog/FilterTimeSpent,Chrome 69.0.3497.92,Filter time spent in the link logs,2018-09-15 10:45:55,2018-09-15 10:46:31,35.832s,FAILED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-15 10:45:55,2018-09-15 10:46:24,28.928s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-15 10:46:24,2018-09-15 10:46:31,6.568s,FAILED
,,,,,,
Test Cases/completed/TestCase3_FilterLinkLog/linkOpenCount,Chrome 69.0.3497.92,link log open count functionality,2018-09-15 10:46:31,2018-09-15 10:47:07,35.660s,FAILED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-15 10:46:31,2018-09-15 10:47:00,28.955s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-15 10:47:00,2018-09-15 10:47:07,6.212s,FAILED
,,,,,,
Test Cases/completed/TestCase3_FilterLinkLog/tagAndCount,Chrome 69.0.3497.92,Filter tag and count both in the link logs,2018-09-15 10:47:07,2018-09-15 10:47:42,35.511s,FAILED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-15 10:47:07,2018-09-15 10:47:36,28.636s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-15 10:47:36,2018-09-15 10:47:42,6.646s,FAILED
,,,,,,
Test Cases/completed/TestCase4_EditCustomerDetails/EnterContactAndSaveCustomerDetails,Chrome 69.0.3497.92,Enter the Conatct and save customer details,2018-09-15 10:47:42,2018-09-15 10:48:55,1m - 12.448s,FAILED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-15 10:47:43,2018-09-15 10:48:12,29.035s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.92,,2018-09-15 10:48:12,2018-09-15 10:48:12,0.000s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:48:12,2018-09-15 10:48:12,0.793s,PASSED
Statement - x = CustomKeywords.newPackage.newKeyword.randomString(3).toLowerCase(),Chrome 69.0.3497.92,,2018-09-15 10:48:12,2018-09-15 10:48:12,0.000s,PASSED
Statement - teamMeberName = x,Chrome 69.0.3497.92,,2018-09-15 10:48:12,2018-09-15 10:48:12,0.000s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer name,2018-09-15 10:48:12,2018-09-15 10:48:13,0.319s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer Id,2018-09-15 10:48:13,2018-09-15 10:48:13,0.612s,PASSED
setText,Chrome 69.0.3497.92,Enter the Tag,2018-09-15 10:48:13,2018-09-15 10:48:14,0.215s,PASSED
click,Chrome 69.0.3497.92,Click on get link button,2018-09-15 10:48:14,2018-09-15 10:48:14,0.106s,PASSED
"Statement - getLink = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/input_link-text), ""value"")",Chrome 69.0.3497.92,,2018-09-15 10:48:14,2018-09-15 10:48:14,0.598s,PASSED
Statement - println(getLink),Chrome 69.0.3497.92,,2018-09-15 10:48:14,2018-09-15 10:48:14,0.000s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:48:14,2018-09-15 10:48:14,0.124s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-15 10:48:14,2018-09-15 10:48:14,0.128s,PASSED
"Statement - linkUserName = driver.findElements(org.openqa.selenium.By.className(""text-link-log""))",Chrome 69.0.3497.92,validate the customer details open,2018-09-15 10:48:14,2018-09-15 10:48:15,0.028s,PASSED
Statement - previousCountValue = 0,Chrome 69.0.3497.92,,2018-09-15 10:48:15,2018-09-15 10:48:15,0.000s,PASSED
"Statement - For ([i = 0, i < linkUserName.size(), (i++)])",Chrome 69.0.3497.92,,2018-09-15 10:48:15,2018-09-15 10:48:18,3.102s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/linkLog/customerProfileDetails), 5, OPTIONAL))",Chrome 69.0.3497.92,,2018-09-15 10:48:18,2018-09-15 10:48:23,5.572s,PASSED
Statement - Else,Chrome 69.0.3497.92,,2018-09-15 10:48:23,2018-09-15 10:48:23,0.000s,PASSED
click,Chrome 69.0.3497.92,Click on customer details edit button,2018-09-15 10:48:23,2018-09-15 10:48:55,31.440s,FAILED
,,,,,,
Test Cases/completed/TestCase4_EditCustomerDetails/EnterEmailAndSaveCustDetails,Chrome 69.0.3497.92,Enter the Email and Save customer details,2018-09-15 10:48:55,2018-09-15 10:49:33,38.299s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-15 10:48:55,2018-09-15 10:49:25,29.637s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.92,,2018-09-15 10:49:25,2018-09-15 10:49:25,0.000s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:49:25,2018-09-15 10:49:25,0.358s,PASSED
Statement - x = CustomKeywords.newPackage.newKeyword.randomString(3).toLowerCase(),Chrome 69.0.3497.92,,2018-09-15 10:49:25,2018-09-15 10:49:25,0.000s,PASSED
Statement - teamMeberName = x,Chrome 69.0.3497.92,,2018-09-15 10:49:25,2018-09-15 10:49:25,0.000s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer name,2018-09-15 10:49:25,2018-09-15 10:49:25,0.425s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer Id,2018-09-15 10:49:25,2018-09-15 10:49:25,0.172s,PASSED
Statement - number = CustomKeywords.phoneNumbers.contactNumbers.randomString(9),Chrome 69.0.3497.92,Enter the number in the customer details,2018-09-15 10:49:25,2018-09-15 10:49:25,0.000s,PASSED
Statement - Mobile_Number = number,Chrome 69.0.3497.92,,2018-09-15 10:49:25,2018-09-15 10:49:25,0.000s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-15 10:49:25,2018-09-15 10:49:26,0.368s,PASSED
setText,Chrome 69.0.3497.92,Enter the Tag,2018-09-15 10:49:26,2018-09-15 10:49:26,0.205s,PASSED
click,Chrome 69.0.3497.92,Click on get link button,2018-09-15 10:49:26,2018-09-15 10:49:26,0.114s,PASSED
"Statement - getLink = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/input_link-text), ""value"")",Chrome 69.0.3497.92,,2018-09-15 10:49:26,2018-09-15 10:49:27,0.582s,PASSED
Statement - println(getLink),Chrome 69.0.3497.92,,2018-09-15 10:49:27,2018-09-15 10:49:27,0.000s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:49:27,2018-09-15 10:49:27,0.116s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-15 10:49:27,2018-09-15 10:49:27,0.101s,PASSED
"Statement - linkUserName = driver.findElements(org.openqa.selenium.By.className(""text-link-log""))",Chrome 69.0.3497.92,validate the customer details open,2018-09-15 10:49:27,2018-09-15 10:49:27,0.024s,PASSED
Statement - previousCountValue = 0,Chrome 69.0.3497.92,,2018-09-15 10:49:27,2018-09-15 10:49:27,0.000s,PASSED
"Statement - For ([i = 0, i < linkUserName.size(), (i++)])",Chrome 69.0.3497.92,,2018-09-15 10:49:27,2018-09-15 10:49:30,2.911s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/linkLog/customerProfileDetails), 5, OPTIONAL))",Chrome 69.0.3497.92,,2018-09-15 10:49:30,2018-09-15 10:49:30,0.029s,PASSED
click,Chrome 69.0.3497.92,Click on customer details edit button,2018-09-15 10:49:30,2018-09-15 10:49:30,0.144s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-15 10:49:30,2018-09-15 10:49:31,0.469s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:49:31,2018-09-15 10:49:31,0.101s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5))",Chrome 69.0.3497.92,,2018-09-15 10:49:31,2018-09-15 10:49:33,2.125s,PASSED
clickOffset,Chrome 69.0.3497.92,,2018-09-15 10:49:33,2018-09-15 10:49:33,0.059s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:49:33,2018-09-15 10:49:33,0.103s,PASSED
,,,,,,
Test Cases/completed/TestCase4_EditCustomerDetails/EnterNameAndSaveCustDetails,Chrome 69.0.3497.92,Enter the name and save customer details,2018-09-15 10:49:33,2018-09-15 10:50:13,40.336s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-15 10:49:33,2018-09-15 10:50:02,29.224s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.92,,2018-09-15 10:50:02,2018-09-15 10:50:02,0.000s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:50:02,2018-09-15 10:50:03,0.593s,PASSED
Statement - x = CustomKeywords.newPackage.newKeyword.randomString(3).toLowerCase(),Chrome 69.0.3497.92,,2018-09-15 10:50:03,2018-09-15 10:50:03,0.000s,PASSED
Statement - teamMeberName = x,Chrome 69.0.3497.92,,2018-09-15 10:50:03,2018-09-15 10:50:03,0.000s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer name,2018-09-15 10:50:03,2018-09-15 10:50:04,0.579s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer Id,2018-09-15 10:50:04,2018-09-15 10:50:04,0.520s,PASSED
setText,Chrome 69.0.3497.92,Enter the Tag,2018-09-15 10:50:04,2018-09-15 10:50:04,0.217s,PASSED
click,Chrome 69.0.3497.92,Click on get link button,2018-09-15 10:50:04,2018-09-15 10:50:04,0.129s,PASSED
"Statement - getLink = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/input_link-text), ""value"")",Chrome 69.0.3497.92,,2018-09-15 10:50:04,2018-09-15 10:50:05,0.611s,PASSED
Statement - println(getLink),Chrome 69.0.3497.92,,2018-09-15 10:50:05,2018-09-15 10:50:05,0.006s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:50:05,2018-09-15 10:50:05,0.143s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-15 10:50:05,2018-09-15 10:50:05,0.083s,PASSED
"Statement - linkUserName = driver.findElements(org.openqa.selenium.By.className(""text-link-log""))",Chrome 69.0.3497.92,validate the customer details open,2018-09-15 10:50:05,2018-09-15 10:50:05,0.023s,PASSED
Statement - previousCountValue = 0,Chrome 69.0.3497.92,,2018-09-15 10:50:05,2018-09-15 10:50:05,0.000s,PASSED
"Statement - For ([i = 0, i < linkUserName.size(), (i++)])",Chrome 69.0.3497.92,,2018-09-15 10:50:05,2018-09-15 10:50:08,3.141s,PASSED
delay,Chrome 69.0.3497.92,,2018-09-15 10:50:08,2018-09-15 10:50:11,3.009s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/linkLog/customerProfileDetails), 5, OPTIONAL))",Chrome 69.0.3497.92,,2018-09-15 10:50:11,2018-09-15 10:50:12,0.053s,PASSED
click,Chrome 69.0.3497.92,Click on customer details edit button,2018-09-15 10:50:12,2018-09-15 10:50:12,0.103s,PASSED
sendKeys,Chrome 69.0.3497.92,text is removed,2018-09-15 10:50:12,2018-09-15 10:50:12,0.110s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-15 10:50:12,2018-09-15 10:50:12,0.136s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:50:12,2018-09-15 10:50:12,0.119s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5))",Chrome 69.0.3497.92,,2018-09-15 10:50:12,2018-09-15 10:50:13,1.100s,PASSED
clickOffset,Chrome 69.0.3497.92,,2018-09-15 10:50:13,2018-09-15 10:50:13,0.067s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:50:13,2018-09-15 10:50:13,0.104s,PASSED
,,,,,,
Test Cases/completed/TestCase4_EditCustomerDetails/removeCustomerContactInTheDetails,Chrome 69.0.3497.92,Remove the contact number though customer details,2018-09-15 10:50:13,2018-09-15 10:50:52,38.450s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-15 10:50:14,2018-09-15 10:50:44,30.012s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.92,,2018-09-15 10:50:44,2018-09-15 10:50:44,0.001s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:50:44,2018-09-15 10:50:44,0.205s,PASSED
Statement - x = CustomKeywords.newPackage.newKeyword.randomString(3).toLowerCase(),Chrome 69.0.3497.92,,2018-09-15 10:50:44,2018-09-15 10:50:44,0.004s,PASSED
Statement - teamMeberName = x,Chrome 69.0.3497.92,,2018-09-15 10:50:44,2018-09-15 10:50:44,0.000s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer name,2018-09-15 10:50:44,2018-09-15 10:50:44,0.564s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer Id,2018-09-15 10:50:44,2018-09-15 10:50:45,0.540s,PASSED
Statement - number = CustomKeywords.phoneNumbers.contactNumbers.randomString(9),Chrome 69.0.3497.92,Enter the number in the customer details,2018-09-15 10:50:45,2018-09-15 10:50:45,0.003s,PASSED
Statement - Mobile_Number = number,Chrome 69.0.3497.92,,2018-09-15 10:50:45,2018-09-15 10:50:45,0.000s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-15 10:50:45,2018-09-15 10:50:45,0.298s,PASSED
setText,Chrome 69.0.3497.92,Enter the Tag,2018-09-15 10:50:45,2018-09-15 10:50:45,0.224s,PASSED
click,Chrome 69.0.3497.92,Click on get link button,2018-09-15 10:50:45,2018-09-15 10:50:46,0.121s,PASSED
"Statement - getLink = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/input_link-text), ""value"")",Chrome 69.0.3497.92,,2018-09-15 10:50:46,2018-09-15 10:50:46,0.566s,PASSED
Statement - println(getLink),Chrome 69.0.3497.92,,2018-09-15 10:50:46,2018-09-15 10:50:46,0.000s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:50:46,2018-09-15 10:50:46,0.098s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-15 10:50:46,2018-09-15 10:50:46,0.087s,PASSED
"Statement - linkUserName = driver.findElements(org.openqa.selenium.By.className(""text-link-log""))",Chrome 69.0.3497.92,validate the customer details open,2018-09-15 10:50:46,2018-09-15 10:50:46,0.035s,PASSED
Statement - previousCountValue = 0,Chrome 69.0.3497.92,,2018-09-15 10:50:46,2018-09-15 10:50:46,0.000s,PASSED
"Statement - For ([i = 0, i < linkUserName.size(), (i++)])",Chrome 69.0.3497.92,,2018-09-15 10:50:46,2018-09-15 10:50:50,3.369s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/linkLog/customerProfileDetails), 5, OPTIONAL))",Chrome 69.0.3497.92,,2018-09-15 10:50:50,2018-09-15 10:50:50,0.040s,PASSED
click,Chrome 69.0.3497.92,Click on customer details edit button,2018-09-15 10:50:50,2018-09-15 10:50:50,0.128s,PASSED
sendKeys,Chrome 69.0.3497.92,,2018-09-15 10:50:50,2018-09-15 10:50:50,0.109s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:50:50,2018-09-15 10:50:50,0.109s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5))",Chrome 69.0.3497.92,,2018-09-15 10:50:50,2018-09-15 10:50:52,1.623s,PASSED
,,,,,,
Test Cases/completed/TestCase4_EditCustomerDetails/RemoveCustomerIDin theDetail,Chrome 69.0.3497.92,Remove cutsomer details Email ID,2018-09-15 10:50:52,2018-09-15 10:51:29,36.949s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-15 10:50:52,2018-09-15 10:51:21,29.341s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.92,,2018-09-15 10:51:21,2018-09-15 10:51:21,0.000s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:51:21,2018-09-15 10:51:22,0.173s,PASSED
Statement - x = CustomKeywords.newPackage.newKeyword.randomString(3).toLowerCase(),Chrome 69.0.3497.92,,2018-09-15 10:51:22,2018-09-15 10:51:22,0.000s,PASSED
Statement - teamMeberName = x,Chrome 69.0.3497.92,,2018-09-15 10:51:22,2018-09-15 10:51:22,0.000s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer name,2018-09-15 10:51:22,2018-09-15 10:51:22,0.668s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer Id,2018-09-15 10:51:22,2018-09-15 10:51:23,0.549s,PASSED
Statement - number = CustomKeywords.phoneNumbers.contactNumbers.randomString(9),Chrome 69.0.3497.92,Enter the number in the customer details,2018-09-15 10:51:23,2018-09-15 10:51:23,0.000s,PASSED
Statement - Mobile_Number = number,Chrome 69.0.3497.92,,2018-09-15 10:51:23,2018-09-15 10:51:23,0.000s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-15 10:51:23,2018-09-15 10:51:23,0.329s,PASSED
setText,Chrome 69.0.3497.92,Enter the Tag,2018-09-15 10:51:23,2018-09-15 10:51:23,0.211s,PASSED
click,Chrome 69.0.3497.92,Click on get link button,2018-09-15 10:51:23,2018-09-15 10:51:23,0.087s,PASSED
"Statement - getLink = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/input_link-text), ""value"")",Chrome 69.0.3497.92,,2018-09-15 10:51:23,2018-09-15 10:51:24,0.582s,PASSED
Statement - println(getLink),Chrome 69.0.3497.92,,2018-09-15 10:51:24,2018-09-15 10:51:24,0.000s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:51:24,2018-09-15 10:51:24,0.097s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,"after copy link, validate the validation message",2018-09-15 10:51:24,2018-09-15 10:51:24,0.119s,PASSED
"Statement - linkUserName = driver.findElements(org.openqa.selenium.By.className(""text-link-log""))",Chrome 69.0.3497.92,validate the customer details open,2018-09-15 10:51:24,2018-09-15 10:51:24,0.029s,PASSED
Statement - previousCountValue = 0,Chrome 69.0.3497.92,,2018-09-15 10:51:24,2018-09-15 10:51:24,0.000s,PASSED
"Statement - For ([i = 0, i < linkUserName.size(), (i++)])",Chrome 69.0.3497.92,,2018-09-15 10:51:24,2018-09-15 10:51:27,3.039s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/linkLog/customerProfileDetails), 5, OPTIONAL))",Chrome 69.0.3497.92,,2018-09-15 10:51:27,2018-09-15 10:51:27,0.033s,PASSED
click,Chrome 69.0.3497.92,Click on customer details edit button,2018-09-15 10:51:27,2018-09-15 10:51:27,0.108s,PASSED
sendKeys,Chrome 69.0.3497.92,,2018-09-15 10:51:27,2018-09-15 10:51:27,0.116s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:51:27,2018-09-15 10:51:28,0.090s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5))",Chrome 69.0.3497.92,,2018-09-15 10:51:28,2018-09-15 10:51:29,1.083s,PASSED
,,,,,,
Test Cases/completed/TestCase4_EditCustomerDetails/removeCustomerNameThroughDetails,Chrome 69.0.3497.92,Remove the email id through details,2018-09-15 10:51:29,2018-09-15 10:52:07,38.257s,PASSED
callTestCase,Chrome 69.0.3497.92,Login with valid User ID  ,2018-09-15 10:51:29,2018-09-15 10:51:58,29.362s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.92,,2018-09-15 10:51:58,2018-09-15 10:51:58,0.000s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:51:58,2018-09-15 10:51:58,0.176s,PASSED
Statement - x = CustomKeywords.newPackage.newKeyword.randomString(3).toLowerCase(),Chrome 69.0.3497.92,,2018-09-15 10:51:58,2018-09-15 10:51:58,0.004s,PASSED
Statement - teamMeberName = x,Chrome 69.0.3497.92,,2018-09-15 10:51:58,2018-09-15 10:51:58,0.000s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer name,2018-09-15 10:51:58,2018-09-15 10:51:59,0.453s,PASSED
setText,Chrome 69.0.3497.92,Enter the customer Id,2018-09-15 10:51:59,2018-09-15 10:52:00,0.943s,PASSED
