Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 69.0.3497.92,,2018-09-15 10:36:03,2018-09-15 10:36:03,0.185s,PASSED
Statement - x = CustomKeywords.newPackage.newKeyword.randomString(3).toLowerCase(),Chrome 69.0.3497.92,,2018-09-15 10:36:03,2018-09-15 10:36:03,0.004s,PASSED
Statement - teamMeberName = x,Chrome 69.0.3497.92,,2018-09-15 10:36:03,2018-09-15 10:36:03,0.000s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-15 10:36:03,2018-09-15 10:36:04,0.808s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-15 10:36:04,2018-09-15 10:36:05,0.583s,PASSED
Statement - number = CustomKeywords.phoneNumbers.contactNumbers.randomString(9),Chrome 69.0.3497.92,,2018-09-15 10:36:05,2018-09-15 10:36:05,0.000s,PASSED
Statement - Mobile_Number = number,Chrome 69.0.3497.92,,2018-09-15 10:36:05,2018-09-15 10:36:05,0.003s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-15 10:36:05,2018-09-15 10:36:05,0.235s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-15 10:36:05,2018-09-15 10:36:05,0.218s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:36:05,2018-09-15 10:36:05,0.110s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:36:05,2018-09-15 10:36:06,0.180s,PASSED
"Statement - getLink = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/shortLinkUrlCopy), ""value"")",Chrome 69.0.3497.92,,2018-09-15 10:36:06,2018-09-15 10:36:06,0.588s,PASSED
Statement - println(getLink),Chrome 69.0.3497.92,,2018-09-15 10:36:06,2018-09-15 10:36:06,0.010s,PASSED
delay,Chrome 69.0.3497.92,,2018-09-15 10:36:06,2018-09-15 10:36:08,2.000s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:36:08,2018-09-15 10:36:08,0.104s,PASSED
delay,Chrome 69.0.3497.92,,2018-09-15 10:36:08,2018-09-15 10:36:10,2.000s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:36:10,2018-09-15 10:36:10,0.132s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,,2018-09-15 10:36:10,2018-09-15 10:36:11,0.137s,PASSED
delay,Chrome 69.0.3497.92,,2018-09-15 10:36:11,2018-09-15 10:36:16,5.000s,PASSED
"Statement - linkUserName = driver.findElements(org.openqa.selenium.By.className(""text-link-log""))",Chrome 69.0.3497.92,,2018-09-15 10:36:16,2018-09-15 10:36:16,0.023s,PASSED
Statement - previousCountValue = 0,Chrome 69.0.3497.92,,2018-09-15 10:36:16,2018-09-15 10:36:16,0.000s,PASSED
"Statement - For ([i = 0, i < linkUserName.size(), (i++)])",Chrome 69.0.3497.92,,2018-09-15 10:36:16,2018-09-15 10:36:18,2.123s,PASSED
Statement - js = driver,Chrome 69.0.3497.92,,2018-09-15 10:36:18,2018-09-15 10:36:18,0.000s,PASSED
"Statement - js.executeScript(""window.open();"")",Chrome 69.0.3497.92,,2018-09-15 10:36:18,2018-09-15 10:36:18,0.113s,PASSED
Statement - currentWindow = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowIndex(),Chrome 69.0.3497.92,,2018-09-15 10:36:18,2018-09-15 10:36:18,0.010s,PASSED
switchToWindowIndex,Chrome 69.0.3497.92,,2018-09-15 10:36:18,2018-09-15 10:36:18,0.029s,PASSED
navigateToUrl,Chrome 69.0.3497.92,,2018-09-15 10:36:18,2018-09-15 10:36:20,2.006s,PASSED
Statement - currentTab = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowIndex(),Chrome 69.0.3497.92,,2018-09-15 10:36:20,2018-09-15 10:36:20,0.016s,PASSED
,,,,,,
"Test Cases/completed/TestCase2_Link Genrator Short link/LinkGenrateThroughMail,Number",Chrome 69.0.3497.92,,2018-09-15 10:36:20,2018-09-15 10:37:02,42.395s,PASSED
callTestCase,Chrome 69.0.3497.92,,2018-09-15 10:36:20,2018-09-15 10:36:46,25.557s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 69.0.3497.92,,2018-09-15 10:36:46,2018-09-15 10:36:46,0.000s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:36:46,2018-09-15 10:36:46,0.429s,PASSED
Statement - x = CustomKeywords.newPackage.newKeyword.randomString(3).toLowerCase(),Chrome 69.0.3497.92,,2018-09-15 10:36:46,2018-09-15 10:36:46,0.001s,PASSED
Statement - teamMeberName = x,Chrome 69.0.3497.92,,2018-09-15 10:36:46,2018-09-15 10:36:46,0.000s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-15 10:36:46,2018-09-15 10:36:47,0.691s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-15 10:36:47,2018-09-15 10:36:48,0.517s,PASSED
Statement - number = CustomKeywords.phoneNumbers.contactNumbers.randomString(9),Chrome 69.0.3497.92,,2018-09-15 10:36:48,2018-09-15 10:36:48,0.002s,PASSED
Statement - Mobile_Number = number,Chrome 69.0.3497.92,,2018-09-15 10:36:48,2018-09-15 10:36:48,0.000s,PASSED
setText,Chrome 69.0.3497.92,,2018-09-15 10:36:48,2018-09-15 10:36:48,0.367s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:36:48,2018-09-15 10:36:48,0.129s,PASSED
"Statement - getLink = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/shortLinkUrlCopy), ""value"")",Chrome 69.0.3497.92,,2018-09-15 10:36:48,2018-09-15 10:36:49,0.584s,PASSED
Statement - println(getLink),Chrome 69.0.3497.92,,2018-09-15 10:36:49,2018-09-15 10:36:49,0.000s,PASSED
delay,Chrome 69.0.3497.92,,2018-09-15 10:36:49,2018-09-15 10:36:51,2.001s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:36:51,2018-09-15 10:36:51,0.111s,PASSED
delay,Chrome 69.0.3497.92,,2018-09-15 10:36:51,2018-09-15 10:36:53,2.002s,PASSED
click,Chrome 69.0.3497.92,,2018-09-15 10:36:53,2018-09-15 10:36:53,0.126s,PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Dashboard_Link Generator/validation), 5, OPTIONAL))",Chrome 69.0.3497.92,,2018-09-15 10:36:53,2018-09-15 10:36:53,0.108s,PASSED
delay,Chrome 69.0.3497.92,,2018-09-15 10:36:53,2018-09-15 10:36:58,5.000s,PASSED
"Statement - linkUserName = driver.findElements(org.openqa.selenium.By.className(""text-link-log""))",Chrome 69.0.3497.92,,2018-09-15 10:36:58,2018-09-15 10:36:58,0.020s,PASSED
Statement - previousCountValue = 0,Chrome 69.0.3497.92,,2018-09-15 10:36:58,2018-09-15 10:36:58,0.000s,PASSED
"Statement - For ([i = 0, i < linkUserName.size(), (i++)])",Chrome 69.0.3497.92,,2018-09-15 10:36:58,2018-09-15 10:37:00,2.030s,PASSED
Statement - js = driver,Chrome 69.0.3497.92,,2018-09-15 10:37:00,2018-09-15 10:37:00,0.000s,PASSED
"Statement - js.executeScript(""window.open();"")",Chrome 69.0.3497.92,,2018-09-15 10:37:00,2018-09-15 10:37:00,0.102s,PASSED
Statement - currentWindow = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowIndex(),Chrome 69.0.3497.92,,2018-09-15 10:37:00,2018-09-15 10:37:00,0.009s,PASSED
switchToWindowIndex,Chrome 69.0.3497.92,,2018-09-15 10:37:00,2018-09-15 10:37:00,0.020s,PASSED
navigateToUrl,Chrome 69.0.3497.92,,2018-09-15 10:37:00,2018-09-15 10:37:02,2.134s,PASSED
Statement - currentTab = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowIndex(),Chrome 69.0.3497.92,,2018-09-15 10:37:02,2018-09-15 10:37:02,0.012s,PASSED
,,,,,,
